"Designator,""Footprint"",""Mid X"",""Mid Y"",""Ref X"",""Ref Y"",""Pad X"",""Pad Y"",""Layer"",""Rotation"",""Comment"""
"J1102,""PAD_6"",""61mm"",""148.497mm"",""61mm"",""148.497mm"",""61mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1101,""PAD_6"",""60mm"",""146.765mm"",""60mm"",""146.765mm"",""60mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1100,""PAD_6"",""61mm"",""138.105mm"",""61mm"",""138.105mm"",""61mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1099,""PAD_6"",""61mm"",""134.641mm"",""61mm"",""134.641mm"",""61mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J1098,""PAD_6"",""61mm"",""131.177mm"",""61mm"",""131.177mm"",""61mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J1097,""PAD_6"",""60mm"",""129.445mm"",""60mm"",""129.445mm"",""60mm"",""129.445mm"",""T"",""90.00"",""PIN"""
"J1096,""PAD_6"",""60mm"",""125.981mm"",""60mm"",""125.981mm"",""60mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J1093,""PAD_6"",""60mm"",""74.019mm"",""60mm"",""74.019mm"",""60mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J1092,""PAD_6"",""60mm"",""70.555mm"",""60mm"",""70.555mm"",""60mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J1091,""PAD_6"",""61mm"",""68.823mm"",""61mm"",""68.823mm"",""61mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J1090,""PAD_6"",""61mm"",""65.359mm"",""61mm"",""65.359mm"",""61mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J1089,""PAD_6"",""60mm"",""60.163mm"",""60mm"",""60.163mm"",""60mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1088,""PAD_6"",""60mm"",""56.699mm"",""60mm"",""56.699mm"",""60mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1087,""PAD_6"",""61mm"",""54.967mm"",""61mm"",""54.967mm"",""61mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1086,""PAD_6"",""60mm"",""53.235mm"",""60mm"",""53.235mm"",""60mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1085,""PAD_6"",""61mm"",""51.503mm"",""61mm"",""51.503mm"",""61mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1084,""PAD_6"",""59mm"",""145.033mm"",""59mm"",""145.033mm"",""59mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1083,""PAD_6"",""58mm"",""143.301mm"",""58mm"",""143.301mm"",""58mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1082,""PAD_6"",""58mm"",""136.373mm"",""58mm"",""136.373mm"",""58mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1081,""PAD_6"",""58mm"",""132.909mm"",""58mm"",""132.909mm"",""58mm"",""132.909mm"",""T"",""90.00"",""PIN"""
"J1080,""PAD_6"",""58mm"",""129.445mm"",""58mm"",""129.445mm"",""58mm"",""129.445mm"",""T"",""90.00"",""PIN"""
"J1079,""PAD_6"",""59mm"",""127.713mm"",""59mm"",""127.713mm"",""59mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J1075,""PAD_6"",""58mm"",""77.483mm"",""58mm"",""77.483mm"",""58mm"",""77.483mm"",""T"",""90.00"",""PIN"""
"J1074,""PAD_6"",""58mm"",""67.091mm"",""58mm"",""67.091mm"",""58mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J1073,""PAD_6"",""59mm"",""61.895mm"",""59mm"",""61.895mm"",""59mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1072,""PAD_6"",""58mm"",""60.163mm"",""58mm"",""60.163mm"",""58mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1071,""PAD_6"",""59mm"",""58.431mm"",""59mm"",""58.431mm"",""59mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1070,""PAD_6"",""59mm"",""54.967mm"",""59mm"",""54.967mm"",""59mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1069,""PAD_6"",""57mm"",""145.033mm"",""57mm"",""145.033mm"",""57mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1068,""PAD_6"",""57mm"",""131.177mm"",""57mm"",""131.177mm"",""57mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J1067,""PAD_6"",""56mm"",""129.445mm"",""56mm"",""129.445mm"",""56mm"",""129.445mm"",""T"",""90.00"",""PIN"""
"J1066,""PAD_6"",""57mm"",""127.713mm"",""57mm"",""127.713mm"",""57mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J1065,""PAD_6"",""56mm"",""125.981mm"",""56mm"",""125.981mm"",""56mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J1064,""PAD_6"",""57mm"",""124.249mm"",""57mm"",""124.249mm"",""57mm"",""124.249mm"",""T"",""90.00"",""PIN"""
"J1063,""PAD_6"",""56mm"",""122.517mm"",""56mm"",""122.517mm"",""56mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J1062,""PAD_6"",""57mm"",""120.785mm"",""57mm"",""120.785mm"",""57mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J1061,""PAD_6"",""57mm"",""117.321mm"",""57mm"",""117.321mm"",""57mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J1060,""PAD_6"",""56mm"",""115.588mm"",""56mm"",""115.588mm"",""56mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J1055,""PAD_6"",""57mm"",""82.679mm"",""57mm"",""82.679mm"",""57mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J1054,""PAD_6"",""56mm"",""77.483mm"",""56mm"",""77.483mm"",""56mm"",""77.483mm"",""T"",""90.00"",""PIN"""
"J1053,""PAD_6"",""57mm"",""72.287mm"",""57mm"",""72.287mm"",""57mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J1052,""PAD_6"",""56mm"",""70.555mm"",""56mm"",""70.555mm"",""56mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J1051,""PAD_6"",""57mm"",""65.359mm"",""57mm"",""65.359mm"",""57mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J1050,""PAD_6"",""57mm"",""61.895mm"",""57mm"",""61.895mm"",""57mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1049,""PAD_6"",""56mm"",""60.163mm"",""56mm"",""60.163mm"",""56mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1048,""PAD_6"",""56mm"",""56.699mm"",""56mm"",""56.699mm"",""56mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1047,""PAD_6"",""57mm"",""54.967mm"",""57mm"",""54.967mm"",""57mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1046,""PAD_6"",""55mm"",""141.569mm"",""55mm"",""141.569mm"",""55mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1045,""PAD_6"",""55mm"",""138.105mm"",""55mm"",""138.105mm"",""55mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1044,""PAD_6"",""54mm"",""125.981mm"",""54mm"",""125.981mm"",""54mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J1043,""PAD_6"",""55mm"",""124.249mm"",""55mm"",""124.249mm"",""55mm"",""124.249mm"",""T"",""90.00"",""PIN"""
"J1042,""PAD_6"",""54mm"",""122.517mm"",""54mm"",""122.517mm"",""54mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J1041,""PAD_6"",""54mm"",""119.053mm"",""54mm"",""119.053mm"",""54mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J1040,""PAD_6"",""54mm"",""112.124mm"",""54mm"",""112.124mm"",""54mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J1038,""PAD_6"",""54mm"",""108.66mm"",""54mm"",""108.66mm"",""54mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J1034,""PAD_6"",""54mm"",""87.876mm"",""54mm"",""87.876mm"",""54mm"",""87.876mm"",""T"",""90.00"",""PIN"""
"J1033,""PAD_6"",""55mm"",""82.679mm"",""55mm"",""82.679mm"",""55mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J1032,""PAD_6"",""55mm"",""75.751mm"",""55mm"",""75.751mm"",""55mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J1031,""PAD_6"",""54mm"",""74.019mm"",""54mm"",""74.019mm"",""54mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J1030,""PAD_6"",""55mm"",""72.287mm"",""55mm"",""72.287mm"",""55mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J1029,""PAD_6"",""55mm"",""68.823mm"",""55mm"",""68.823mm"",""55mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J1028,""PAD_6"",""54mm"",""67.091mm"",""54mm"",""67.091mm"",""54mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J1027,""PAD_6"",""54mm"",""63.627mm"",""54mm"",""63.627mm"",""54mm"",""63.627mm"",""T"",""90.00"",""PIN"""
"J1026,""PAD_6"",""55mm"",""58.431mm"",""55mm"",""58.431mm"",""55mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1025,""PAD_6"",""53mm"",""141.569mm"",""53mm"",""141.569mm"",""53mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1024,""PAD_6"",""53mm"",""138.105mm"",""53mm"",""138.105mm"",""53mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1023,""PAD_6"",""52mm"",""136.373mm"",""52mm"",""136.373mm"",""52mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1022,""PAD_6"",""53mm"",""134.641mm"",""53mm"",""134.641mm"",""53mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J1021,""PAD_6"",""53mm"",""131.177mm"",""53mm"",""131.177mm"",""53mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J1020,""PAD_6"",""53mm"",""124.249mm"",""53mm"",""124.249mm"",""53mm"",""124.249mm"",""T"",""90.00"",""PIN"""
"J1019,""PAD_6"",""53mm"",""120.785mm"",""53mm"",""120.785mm"",""53mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J1018,""PAD_6"",""53mm"",""117.321mm"",""53mm"",""117.321mm"",""53mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J1017,""PAD_6"",""52mm"",""115.588mm"",""52mm"",""115.588mm"",""52mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J1016,""PAD_6"",""53mm"",""113.856mm"",""53mm"",""113.856mm"",""53mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J1015,""PAD_6"",""52mm"",""91.34mm"",""52mm"",""91.34mm"",""52mm"",""91.34mm"",""T"",""90.00"",""PIN"""
"J1014,""PAD_6"",""53mm"",""86.144mm"",""53mm"",""86.144mm"",""53mm"",""86.144mm"",""T"",""90.00"",""PIN"""
"J1013,""PAD_6"",""52mm"",""84.412mm"",""52mm"",""84.412mm"",""52mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J1012,""PAD_6"",""53mm"",""82.679mm"",""53mm"",""82.679mm"",""53mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J1011,""PAD_6"",""52mm"",""80.947mm"",""52mm"",""80.947mm"",""52mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J1010,""PAD_6"",""53mm"",""79.215mm"",""53mm"",""79.215mm"",""53mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J1009,""PAD_6"",""52mm"",""74.019mm"",""52mm"",""74.019mm"",""52mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J1008,""PAD_6"",""52mm"",""70.555mm"",""52mm"",""70.555mm"",""52mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J1007,""PAD_6"",""53mm"",""68.823mm"",""53mm"",""68.823mm"",""53mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J1006,""PAD_6"",""53mm"",""65.359mm"",""53mm"",""65.359mm"",""53mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J1005,""PAD_6"",""53mm"",""61.895mm"",""53mm"",""61.895mm"",""53mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1004,""PAD_6"",""52mm"",""60.163mm"",""52mm"",""60.163mm"",""52mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1003,""PAD_6"",""53mm"",""58.431mm"",""53mm"",""58.431mm"",""53mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1002,""PAD_6"",""50mm"",""125.981mm"",""50mm"",""125.981mm"",""50mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J1001,""PAD_6"",""51mm"",""120.785mm"",""51mm"",""120.785mm"",""51mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J1000,""PAD_6"",""51mm"",""117.321mm"",""51mm"",""117.321mm"",""51mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J999,""PAD_6"",""50mm"",""112.124mm"",""50mm"",""112.124mm"",""50mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J998,""PAD_6"",""50mm"",""108.66mm"",""50mm"",""108.66mm"",""50mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J997,""PAD_6"",""51mm"",""106.928mm"",""51mm"",""106.928mm"",""51mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J996,""PAD_6"",""50mm"",""105.196mm"",""50mm"",""105.196mm"",""50mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J995,""PAD_6"",""51mm"",""103.464mm"",""51mm"",""103.464mm"",""51mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J994,""PAD_6"",""50mm"",""101.732mm"",""50mm"",""101.732mm"",""50mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J993,""PAD_6"",""51mm"",""100mm"",""51mm"",""100mm"",""51mm"",""100mm"",""T"",""90.00"",""PIN"""
"J992,""PAD_6"",""51mm"",""96.536mm"",""51mm"",""96.536mm"",""51mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J991,""PAD_6"",""50mm"",""91.34mm"",""50mm"",""91.34mm"",""50mm"",""91.34mm"",""T"",""90.00"",""PIN"""
"J990,""PAD_6"",""50mm"",""84.412mm"",""50mm"",""84.412mm"",""50mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J989,""PAD_6"",""51mm"",""82.679mm"",""51mm"",""82.679mm"",""51mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J988,""PAD_6"",""50mm"",""80.947mm"",""50mm"",""80.947mm"",""50mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J987,""PAD_6"",""51mm"",""79.215mm"",""51mm"",""79.215mm"",""51mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J986,""PAD_6"",""50mm"",""74.019mm"",""50mm"",""74.019mm"",""50mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J985,""PAD_6"",""50mm"",""70.555mm"",""50mm"",""70.555mm"",""50mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J984,""PAD_6"",""51mm"",""68.823mm"",""51mm"",""68.823mm"",""51mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J983,""PAD_6"",""50mm"",""67.091mm"",""50mm"",""67.091mm"",""50mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J982,""PAD_6"",""51mm"",""65.359mm"",""51mm"",""65.359mm"",""51mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J981,""PAD_6"",""49mm"",""134.641mm"",""49mm"",""134.641mm"",""49mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J980,""PAD_6"",""48mm"",""132.909mm"",""48mm"",""132.909mm"",""48mm"",""132.909mm"",""T"",""90.00"",""PIN"""
"J979,""PAD_6"",""48mm"",""129.445mm"",""48mm"",""129.445mm"",""48mm"",""129.445mm"",""T"",""90.00"",""PIN"""
"J978,""PAD_6"",""49mm"",""127.713mm"",""49mm"",""127.713mm"",""49mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J977,""PAD_6"",""48mm"",""122.517mm"",""48mm"",""122.517mm"",""48mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J976,""PAD_6"",""49mm"",""120.785mm"",""49mm"",""120.785mm"",""49mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J975,""PAD_6"",""49mm"",""113.856mm"",""49mm"",""113.856mm"",""49mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J974,""PAD_6"",""48mm"",""112.124mm"",""48mm"",""112.124mm"",""48mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J973,""PAD_6"",""49mm"",""110.392mm"",""49mm"",""110.392mm"",""49mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J972,""PAD_6"",""48mm"",""108.66mm"",""48mm"",""108.66mm"",""48mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J971,""PAD_6"",""48mm"",""101.732mm"",""48mm"",""101.732mm"",""48mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J970,""PAD_6"",""48mm"",""94.804mm"",""48mm"",""94.804mm"",""48mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J969,""PAD_6"",""49mm"",""93.072mm"",""49mm"",""93.072mm"",""49mm"",""93.072mm"",""T"",""90.00"",""PIN"""
"J968,""PAD_6"",""48mm"",""91.34mm"",""48mm"",""91.34mm"",""48mm"",""91.34mm"",""T"",""90.00"",""PIN"""
"J967,""PAD_6"",""49mm"",""89.608mm"",""49mm"",""89.608mm"",""49mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J966,""PAD_6"",""48mm"",""84.412mm"",""48mm"",""84.412mm"",""48mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J965,""PAD_6"",""48mm"",""80.947mm"",""48mm"",""80.947mm"",""48mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J964,""PAD_6"",""49mm"",""68.823mm"",""49mm"",""68.823mm"",""49mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J963,""PAD_6"",""49mm"",""65.359mm"",""49mm"",""65.359mm"",""49mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J962,""PAD_6"",""47mm"",""127.713mm"",""47mm"",""127.713mm"",""47mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J961,""PAD_6"",""46mm"",""115.588mm"",""46mm"",""115.588mm"",""46mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J960,""PAD_6"",""47mm"",""113.856mm"",""47mm"",""113.856mm"",""47mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J959,""PAD_6"",""47mm"",""110.392mm"",""47mm"",""110.392mm"",""47mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J958,""PAD_6"",""46mm"",""108.66mm"",""46mm"",""108.66mm"",""46mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J957,""PAD_6"",""46mm"",""105.196mm"",""46mm"",""105.196mm"",""46mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J956,""PAD_6"",""47mm"",""103.464mm"",""47mm"",""103.464mm"",""47mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J955,""PAD_6"",""46mm"",""101.732mm"",""46mm"",""101.732mm"",""46mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J954,""PAD_6"",""46mm"",""98.268mm"",""46mm"",""98.268mm"",""46mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J953,""PAD_6"",""47mm"",""96.536mm"",""47mm"",""96.536mm"",""47mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J952,""PAD_6"",""47mm"",""93.072mm"",""47mm"",""93.072mm"",""47mm"",""93.072mm"",""T"",""90.00"",""PIN"""
"J951,""PAD_6"",""47mm"",""89.608mm"",""47mm"",""89.608mm"",""47mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J950,""PAD_6"",""46mm"",""84.412mm"",""46mm"",""84.412mm"",""46mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J949,""PAD_6"",""46mm"",""80.947mm"",""46mm"",""80.947mm"",""46mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J948,""PAD_6"",""46mm"",""77.483mm"",""46mm"",""77.483mm"",""46mm"",""77.483mm"",""T"",""90.00"",""PIN"""
"J947,""PAD_6"",""46mm"",""74.019mm"",""46mm"",""74.019mm"",""46mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J946,""PAD_6"",""47mm"",""72.287mm"",""47mm"",""72.287mm"",""47mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J945,""PAD_6"",""46mm"",""70.555mm"",""46mm"",""70.555mm"",""46mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J944,""PAD_6"",""45mm"",""127.713mm"",""45mm"",""127.713mm"",""45mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J943,""PAD_6"",""44mm"",""125.981mm"",""44mm"",""125.981mm"",""44mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J942,""PAD_6"",""45mm"",""120.785mm"",""45mm"",""120.785mm"",""45mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J941,""PAD_6"",""44mm"",""119.053mm"",""44mm"",""119.053mm"",""44mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J940,""PAD_6"",""45mm"",""113.856mm"",""45mm"",""113.856mm"",""45mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J939,""PAD_6"",""44mm"",""112.124mm"",""44mm"",""112.124mm"",""44mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J938,""PAD_6"",""44mm"",""108.66mm"",""44mm"",""108.66mm"",""44mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J937,""PAD_6"",""45mm"",""106.928mm"",""45mm"",""106.928mm"",""45mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J936,""PAD_6"",""44mm"",""105.196mm"",""44mm"",""105.196mm"",""44mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J935,""PAD_6"",""44mm"",""98.268mm"",""44mm"",""98.268mm"",""44mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J934,""PAD_6"",""45mm"",""89.608mm"",""45mm"",""89.608mm"",""45mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J933,""PAD_6"",""45mm"",""86.144mm"",""45mm"",""86.144mm"",""45mm"",""86.144mm"",""T"",""90.00"",""PIN"""
"J932,""PAD_6"",""44mm"",""84.412mm"",""44mm"",""84.412mm"",""44mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J931,""PAD_6"",""44mm"",""80.947mm"",""44mm"",""80.947mm"",""44mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J930,""PAD_6"",""45mm"",""72.287mm"",""45mm"",""72.287mm"",""45mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J929,""PAD_6"",""42mm"",""122.517mm"",""42mm"",""122.517mm"",""42mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J928,""PAD_6"",""43mm"",""120.785mm"",""43mm"",""120.785mm"",""43mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J927,""PAD_6"",""43mm"",""117.321mm"",""43mm"",""117.321mm"",""43mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J926,""PAD_6"",""42mm"",""115.588mm"",""42mm"",""115.588mm"",""42mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J925,""PAD_6"",""43mm"",""113.856mm"",""43mm"",""113.856mm"",""43mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J924,""PAD_6"",""42mm"",""112.124mm"",""42mm"",""112.124mm"",""42mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J923,""PAD_6"",""42mm"",""108.66mm"",""42mm"",""108.66mm"",""42mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J922,""PAD_6"",""43mm"",""106.928mm"",""43mm"",""106.928mm"",""43mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J921,""PAD_6"",""42mm"",""105.196mm"",""42mm"",""105.196mm"",""42mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J920,""PAD_6"",""42mm"",""101.732mm"",""42mm"",""101.732mm"",""42mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J919,""PAD_6"",""43mm"",""100mm"",""43mm"",""100mm"",""43mm"",""100mm"",""T"",""90.00"",""PIN"""
"J918,""PAD_6"",""43mm"",""96.536mm"",""43mm"",""96.536mm"",""43mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J917,""PAD_6"",""42mm"",""91.34mm"",""42mm"",""91.34mm"",""42mm"",""91.34mm"",""T"",""90.00"",""PIN"""
"J916,""PAD_6"",""42mm"",""84.412mm"",""42mm"",""84.412mm"",""42mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J915,""PAD_6"",""42mm"",""80.947mm"",""42mm"",""80.947mm"",""42mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J914,""PAD_6"",""43mm"",""75.751mm"",""43mm"",""75.751mm"",""43mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J913,""PAD_6"",""41mm"",""120.785mm"",""41mm"",""120.785mm"",""41mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J912,""PAD_6"",""40mm"",""119.053mm"",""40mm"",""119.053mm"",""40mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J911,""PAD_6"",""41mm"",""110.392mm"",""41mm"",""110.392mm"",""41mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J910,""PAD_6"",""41mm"",""106.928mm"",""41mm"",""106.928mm"",""41mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J909,""PAD_6"",""40mm"",""101.732mm"",""40mm"",""101.732mm"",""40mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J908,""PAD_6"",""41mm"",""100mm"",""41mm"",""100mm"",""41mm"",""100mm"",""T"",""90.00"",""PIN"""
"J907,""PAD_6"",""40mm"",""98.268mm"",""40mm"",""98.268mm"",""40mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J906,""PAD_6"",""41mm"",""96.536mm"",""41mm"",""96.536mm"",""41mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J905,""PAD_6"",""40mm"",""94.804mm"",""40mm"",""94.804mm"",""40mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J904,""PAD_6"",""41mm"",""93.072mm"",""41mm"",""93.072mm"",""41mm"",""93.072mm"",""T"",""90.00"",""PIN"""
"J903,""PAD_6"",""41mm"",""89.608mm"",""41mm"",""89.608mm"",""41mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J902,""PAD_6"",""40mm"",""80.947mm"",""40mm"",""80.947mm"",""40mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J901,""PAD_6"",""41mm"",""79.215mm"",""41mm"",""79.215mm"",""41mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J900,""PAD_6"",""38mm"",""108.66mm"",""38mm"",""108.66mm"",""38mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J899,""PAD_6"",""38mm"",""105.196mm"",""38mm"",""105.196mm"",""38mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J898,""PAD_6"",""39mm"",""103.464mm"",""39mm"",""103.464mm"",""39mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J897,""PAD_6"",""38mm"",""98.268mm"",""38mm"",""98.268mm"",""38mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J896,""PAD_6"",""38mm"",""94.804mm"",""38mm"",""94.804mm"",""38mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J895,""PAD_6"",""39mm"",""93.072mm"",""39mm"",""93.072mm"",""39mm"",""93.072mm"",""T"",""90.00"",""PIN"""
