"Designator,""Footprint"",""Mid X"",""Mid Y"",""Ref X"",""Ref Y"",""Pad X"",""Pad Y"",""Layer"",""Rotation"",""Comment"""
"J861,""PAD_6"",""139mm"",""106.928mm"",""139mm"",""106.928mm"",""139mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J860,""PAD_6"",""138mm"",""98.268mm"",""138mm"",""98.268mm"",""138mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J859,""PAD_6"",""138mm"",""91.34mm"",""138mm"",""91.34mm"",""138mm"",""91.34mm"",""T"",""90.00"",""PIN"""
"J858,""PAD_6"",""139mm"",""89.608mm"",""139mm"",""89.608mm"",""139mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J857,""PAD_6"",""138mm"",""84.412mm"",""138mm"",""84.412mm"",""138mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J856,""PAD_6"",""139mm"",""82.679mm"",""139mm"",""82.679mm"",""139mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J855,""PAD_6"",""138mm"",""80.947mm"",""138mm"",""80.947mm"",""138mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J852,""PAD_6"",""136mm"",""119.053mm"",""136mm"",""119.053mm"",""136mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J851,""PAD_6"",""137mm"",""113.856mm"",""137mm"",""113.856mm"",""137mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J850,""PAD_6"",""137mm"",""110.392mm"",""137mm"",""110.392mm"",""137mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J849,""PAD_6"",""136mm"",""108.66mm"",""136mm"",""108.66mm"",""136mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J848,""PAD_6"",""137mm"",""106.928mm"",""137mm"",""106.928mm"",""137mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J847,""PAD_6"",""136mm"",""105.196mm"",""136mm"",""105.196mm"",""136mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J846,""PAD_6"",""136mm"",""101.732mm"",""136mm"",""101.732mm"",""136mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J845,""PAD_6"",""137mm"",""100mm"",""137mm"",""100mm"",""137mm"",""100mm"",""T"",""90.00"",""PIN"""
"J844,""PAD_6"",""136mm"",""98.268mm"",""136mm"",""98.268mm"",""136mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J843,""PAD_6"",""136mm"",""94.804mm"",""136mm"",""94.804mm"",""136mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J842,""PAD_6"",""137mm"",""89.608mm"",""137mm"",""89.608mm"",""137mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J841,""PAD_6"",""136mm"",""87.876mm"",""136mm"",""87.876mm"",""136mm"",""87.876mm"",""T"",""90.00"",""PIN"""
"J840,""PAD_6"",""137mm"",""79.215mm"",""137mm"",""79.215mm"",""137mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J839,""PAD_6"",""136mm"",""77.483mm"",""136mm"",""77.483mm"",""136mm"",""77.483mm"",""T"",""90.00"",""PIN"""
"J838,""PAD_6"",""134mm"",""125.981mm"",""134mm"",""125.981mm"",""134mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J837,""PAD_6"",""134mm"",""122.517mm"",""134mm"",""122.517mm"",""134mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J836,""PAD_6"",""135mm"",""120.785mm"",""135mm"",""120.785mm"",""135mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J835,""PAD_6"",""134mm"",""115.588mm"",""134mm"",""115.588mm"",""134mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J834,""PAD_6"",""135mm"",""113.856mm"",""135mm"",""113.856mm"",""135mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J833,""PAD_6"",""134mm"",""112.124mm"",""134mm"",""112.124mm"",""134mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J832,""PAD_6"",""135mm"",""110.392mm"",""135mm"",""110.392mm"",""135mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J831,""PAD_6"",""134mm"",""108.66mm"",""134mm"",""108.66mm"",""134mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J830,""PAD_6"",""135mm"",""106.928mm"",""135mm"",""106.928mm"",""135mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J829,""PAD_6"",""135mm"",""103.464mm"",""135mm"",""103.464mm"",""135mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J828,""PAD_6"",""135mm"",""100mm"",""135mm"",""100mm"",""135mm"",""100mm"",""T"",""90.00"",""PIN"""
"J827,""PAD_6"",""134mm"",""98.268mm"",""134mm"",""98.268mm"",""134mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J826,""PAD_6"",""135mm"",""96.536mm"",""135mm"",""96.536mm"",""135mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J825,""PAD_6"",""135mm"",""89.608mm"",""135mm"",""89.608mm"",""135mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J824,""PAD_6"",""135mm"",""82.679mm"",""135mm"",""82.679mm"",""135mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J823,""PAD_6"",""134mm"",""80.947mm"",""134mm"",""80.947mm"",""134mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J822,""PAD_6"",""135mm"",""79.215mm"",""135mm"",""79.215mm"",""135mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J821,""PAD_6"",""132mm"",""122.517mm"",""132mm"",""122.517mm"",""132mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J820,""PAD_6"",""132mm"",""119.053mm"",""132mm"",""119.053mm"",""132mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J819,""PAD_6"",""132mm"",""115.588mm"",""132mm"",""115.588mm"",""132mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J818,""PAD_6"",""132mm"",""112.124mm"",""132mm"",""112.124mm"",""132mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J817,""PAD_6"",""132mm"",""108.66mm"",""132mm"",""108.66mm"",""132mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J816,""PAD_6"",""133mm"",""106.928mm"",""133mm"",""106.928mm"",""133mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J815,""PAD_6"",""132mm"",""105.196mm"",""132mm"",""105.196mm"",""132mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J814,""PAD_6"",""133mm"",""103.464mm"",""133mm"",""103.464mm"",""133mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J813,""PAD_6"",""133mm"",""100mm"",""133mm"",""100mm"",""133mm"",""100mm"",""T"",""90.00"",""PIN"""
"J812,""PAD_6"",""132mm"",""98.268mm"",""132mm"",""98.268mm"",""132mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J811,""PAD_6"",""133mm"",""96.536mm"",""133mm"",""96.536mm"",""133mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J810,""PAD_6"",""132mm"",""91.34mm"",""132mm"",""91.34mm"",""132mm"",""91.34mm"",""T"",""90.00"",""PIN"""
"J809,""PAD_6"",""133mm"",""89.608mm"",""133mm"",""89.608mm"",""133mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J808,""PAD_6"",""133mm"",""86.144mm"",""133mm"",""86.144mm"",""133mm"",""86.144mm"",""T"",""90.00"",""PIN"""
"J807,""PAD_6"",""133mm"",""79.215mm"",""133mm"",""79.215mm"",""133mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J806,""PAD_6"",""133mm"",""75.751mm"",""133mm"",""75.751mm"",""133mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J805,""PAD_6"",""133mm"",""72.287mm"",""133mm"",""72.287mm"",""133mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J804,""PAD_6"",""132mm"",""70.555mm"",""132mm"",""70.555mm"",""132mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J803,""PAD_6"",""131mm"",""127.713mm"",""131mm"",""127.713mm"",""131mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J802,""PAD_6"",""130mm"",""125.981mm"",""130mm"",""125.981mm"",""130mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J801,""PAD_6"",""130mm"",""122.517mm"",""130mm"",""122.517mm"",""130mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J800,""PAD_6"",""130mm"",""119.053mm"",""130mm"",""119.053mm"",""130mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J799,""PAD_6"",""131mm"",""117.321mm"",""131mm"",""117.321mm"",""131mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J798,""PAD_6"",""131mm"",""110.392mm"",""131mm"",""110.392mm"",""131mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J797,""PAD_6"",""130mm"",""108.66mm"",""130mm"",""108.66mm"",""130mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J796,""PAD_6"",""131mm"",""106.928mm"",""131mm"",""106.928mm"",""131mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J795,""PAD_6"",""130mm"",""101.732mm"",""130mm"",""101.732mm"",""130mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J794,""PAD_6"",""130mm"",""98.268mm"",""130mm"",""98.268mm"",""130mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J793,""PAD_6"",""130mm"",""94.804mm"",""130mm"",""94.804mm"",""130mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J792,""PAD_6"",""130mm"",""91.34mm"",""130mm"",""91.34mm"",""130mm"",""91.34mm"",""T"",""90.00"",""PIN"""
"J791,""PAD_6"",""131mm"",""89.608mm"",""131mm"",""89.608mm"",""131mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J790,""PAD_6"",""130mm"",""84.412mm"",""130mm"",""84.412mm"",""130mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J789,""PAD_6"",""131mm"",""82.679mm"",""131mm"",""82.679mm"",""131mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J788,""PAD_6"",""130mm"",""80.947mm"",""130mm"",""80.947mm"",""130mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J787,""PAD_6"",""131mm"",""75.751mm"",""131mm"",""75.751mm"",""131mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J786,""PAD_6"",""130mm"",""74.019mm"",""130mm"",""74.019mm"",""130mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J785,""PAD_6"",""131mm"",""72.287mm"",""131mm"",""72.287mm"",""131mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J784,""PAD_6"",""130mm"",""70.555mm"",""130mm"",""70.555mm"",""130mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J782,""PAD_6"",""128mm"",""122.517mm"",""128mm"",""122.517mm"",""128mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J781,""PAD_6"",""129mm"",""120.785mm"",""129mm"",""120.785mm"",""129mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J780,""PAD_6"",""129mm"",""117.321mm"",""129mm"",""117.321mm"",""129mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J779,""PAD_6"",""128mm"",""115.588mm"",""128mm"",""115.588mm"",""128mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J778,""PAD_6"",""129mm"",""113.856mm"",""129mm"",""113.856mm"",""129mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J777,""PAD_6"",""129mm"",""110.392mm"",""129mm"",""110.392mm"",""129mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J776,""PAD_6"",""128mm"",""105.196mm"",""128mm"",""105.196mm"",""128mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J775,""PAD_6"",""128mm"",""101.732mm"",""128mm"",""101.732mm"",""128mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J774,""PAD_6"",""129mm"",""100mm"",""129mm"",""100mm"",""129mm"",""100mm"",""T"",""90.00"",""PIN"""
"J773,""PAD_6"",""128mm"",""94.804mm"",""128mm"",""94.804mm"",""128mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J772,""PAD_6"",""129mm"",""89.608mm"",""129mm"",""89.608mm"",""129mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J771,""PAD_6"",""128mm"",""87.876mm"",""128mm"",""87.876mm"",""128mm"",""87.876mm"",""T"",""90.00"",""PIN"""
"J770,""PAD_6"",""129mm"",""86.144mm"",""129mm"",""86.144mm"",""129mm"",""86.144mm"",""T"",""90.00"",""PIN"""
"J769,""PAD_6"",""129mm"",""82.679mm"",""129mm"",""82.679mm"",""129mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J768,""PAD_6"",""128mm"",""80.947mm"",""128mm"",""80.947mm"",""128mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J767,""PAD_6"",""129mm"",""79.215mm"",""129mm"",""79.215mm"",""129mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J766,""PAD_6"",""129mm"",""68.823mm"",""129mm"",""68.823mm"",""129mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J764,""PAD_6"",""126mm"",""129.445mm"",""126mm"",""129.445mm"",""126mm"",""129.445mm"",""T"",""90.00"",""PIN"""
"J763,""PAD_6"",""126mm"",""125.981mm"",""126mm"",""125.981mm"",""126mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J762,""PAD_6"",""126mm"",""119.053mm"",""126mm"",""119.053mm"",""126mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J761,""PAD_6"",""127mm"",""117.321mm"",""127mm"",""117.321mm"",""127mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J760,""PAD_6"",""127mm"",""113.856mm"",""127mm"",""113.856mm"",""127mm"",""113.856mm"",""T"",""90.00"",""PIN"""
"J759,""PAD_6"",""126mm"",""105.196mm"",""126mm"",""105.196mm"",""126mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J758,""PAD_6"",""127mm"",""103.464mm"",""127mm"",""103.464mm"",""127mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J757,""PAD_6"",""127mm"",""100mm"",""127mm"",""100mm"",""127mm"",""100mm"",""T"",""90.00"",""PIN"""
"J756,""PAD_6"",""126mm"",""98.268mm"",""126mm"",""98.268mm"",""126mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J755,""PAD_6"",""127mm"",""96.536mm"",""127mm"",""96.536mm"",""127mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J754,""PAD_6"",""127mm"",""89.608mm"",""127mm"",""89.608mm"",""127mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J753,""PAD_6"",""126mm"",""87.876mm"",""126mm"",""87.876mm"",""126mm"",""87.876mm"",""T"",""90.00"",""PIN"""
"J752,""PAD_6"",""127mm"",""86.144mm"",""127mm"",""86.144mm"",""127mm"",""86.144mm"",""T"",""90.00"",""PIN"""
"J751,""PAD_6"",""126mm"",""80.947mm"",""126mm"",""80.947mm"",""126mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J750,""PAD_6"",""126mm"",""77.483mm"",""126mm"",""77.483mm"",""126mm"",""77.483mm"",""T"",""90.00"",""PIN"""
"J749,""PAD_6"",""127mm"",""75.751mm"",""127mm"",""75.751mm"",""127mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J748,""PAD_6"",""126mm"",""74.019mm"",""126mm"",""74.019mm"",""126mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J747,""PAD_6"",""126mm"",""70.555mm"",""126mm"",""70.555mm"",""126mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J746,""PAD_6"",""127mm"",""68.823mm"",""127mm"",""68.823mm"",""127mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J745,""PAD_6"",""126mm"",""67.091mm"",""126mm"",""67.091mm"",""126mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J743,""PAD_6"",""125mm"",""134.641mm"",""125mm"",""134.641mm"",""125mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J742,""PAD_6"",""125mm"",""131.177mm"",""125mm"",""131.177mm"",""125mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J741,""PAD_6"",""125mm"",""127.713mm"",""125mm"",""127.713mm"",""125mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J740,""PAD_6"",""125mm"",""124.249mm"",""125mm"",""124.249mm"",""125mm"",""124.249mm"",""T"",""90.00"",""PIN"""
"J739,""PAD_6"",""124mm"",""122.517mm"",""124mm"",""122.517mm"",""124mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J738,""PAD_6"",""125mm"",""117.321mm"",""125mm"",""117.321mm"",""125mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J737,""PAD_6"",""124mm"",""115.588mm"",""124mm"",""115.588mm"",""124mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J736,""PAD_6"",""125mm"",""110.392mm"",""125mm"",""110.392mm"",""125mm"",""110.392mm"",""T"",""90.00"",""PIN"""
"J735,""PAD_6"",""125mm"",""106.928mm"",""125mm"",""106.928mm"",""125mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J734,""PAD_6"",""124mm"",""105.196mm"",""124mm"",""105.196mm"",""124mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J733,""PAD_6"",""125mm"",""103.464mm"",""125mm"",""103.464mm"",""125mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J732,""PAD_6"",""124mm"",""101.732mm"",""124mm"",""101.732mm"",""124mm"",""101.732mm"",""T"",""90.00"",""PIN"""
"J731,""PAD_6"",""124mm"",""94.804mm"",""124mm"",""94.804mm"",""124mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J730,""PAD_6"",""125mm"",""93.072mm"",""125mm"",""93.072mm"",""125mm"",""93.072mm"",""T"",""90.00"",""PIN"""
"J729,""PAD_6"",""125mm"",""89.608mm"",""125mm"",""89.608mm"",""125mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J728,""PAD_6"",""124mm"",""80.947mm"",""124mm"",""80.947mm"",""124mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J727,""PAD_6"",""125mm"",""79.215mm"",""125mm"",""79.215mm"",""125mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J726,""PAD_6"",""125mm"",""75.751mm"",""125mm"",""75.751mm"",""125mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J725,""PAD_6"",""125mm"",""72.287mm"",""125mm"",""72.287mm"",""125mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J724,""PAD_6"",""124mm"",""70.555mm"",""124mm"",""70.555mm"",""124mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J723,""PAD_6"",""125mm"",""68.823mm"",""125mm"",""68.823mm"",""125mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J721,""PAD_6"",""122mm"",""136.373mm"",""122mm"",""136.373mm"",""122mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J720,""PAD_6"",""122mm"",""132.909mm"",""122mm"",""132.909mm"",""122mm"",""132.909mm"",""T"",""90.00"",""PIN"""
"J719,""PAD_6"",""123mm"",""131.177mm"",""123mm"",""131.177mm"",""123mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J718,""PAD_6"",""122mm"",""125.981mm"",""122mm"",""125.981mm"",""122mm"",""125.981mm"",""T"",""90.00"",""PIN"""
"J717,""PAD_6"",""123mm"",""124.249mm"",""123mm"",""124.249mm"",""123mm"",""124.249mm"",""T"",""90.00"",""PIN"""
"J716,""PAD_6"",""123mm"",""120.785mm"",""123mm"",""120.785mm"",""123mm"",""120.785mm"",""T"",""90.00"",""PIN"""
"J715,""PAD_6"",""122mm"",""119.053mm"",""122mm"",""119.053mm"",""122mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J714,""PAD_6"",""123mm"",""117.321mm"",""123mm"",""117.321mm"",""123mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J713,""PAD_6"",""122mm"",""115.588mm"",""122mm"",""115.588mm"",""122mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J712,""PAD_6"",""122mm"",""105.196mm"",""122mm"",""105.196mm"",""122mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J711,""PAD_6"",""123mm"",""103.464mm"",""123mm"",""103.464mm"",""123mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J710,""PAD_6"",""123mm"",""100mm"",""123mm"",""100mm"",""123mm"",""100mm"",""T"",""90.00"",""PIN"""
"J709,""PAD_6"",""122mm"",""98.268mm"",""122mm"",""98.268mm"",""122mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J708,""PAD_6"",""123mm"",""96.536mm"",""123mm"",""96.536mm"",""123mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J707,""PAD_6"",""122mm"",""94.804mm"",""122mm"",""94.804mm"",""122mm"",""94.804mm"",""T"",""90.00"",""PIN"""
"J706,""PAD_6"",""123mm"",""93.072mm"",""123mm"",""93.072mm"",""123mm"",""93.072mm"",""T"",""90.00"",""PIN"""
"J705,""PAD_6"",""123mm"",""89.608mm"",""123mm"",""89.608mm"",""123mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J704,""PAD_6"",""123mm"",""86.144mm"",""123mm"",""86.144mm"",""123mm"",""86.144mm"",""T"",""90.00"",""PIN"""
"J703,""PAD_6"",""122mm"",""84.412mm"",""122mm"",""84.412mm"",""122mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J702,""PAD_6"",""123mm"",""82.679mm"",""123mm"",""82.679mm"",""123mm"",""82.679mm"",""T"",""90.00"",""PIN"""
"J701,""PAD_6"",""123mm"",""79.215mm"",""123mm"",""79.215mm"",""123mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J700,""PAD_6"",""122mm"",""77.483mm"",""122mm"",""77.483mm"",""122mm"",""77.483mm"",""T"",""90.00"",""PIN"""
"J699,""PAD_6"",""123mm"",""75.751mm"",""123mm"",""75.751mm"",""123mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J698,""PAD_6"",""123mm"",""72.287mm"",""123mm"",""72.287mm"",""123mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J697,""PAD_6"",""122mm"",""70.555mm"",""122mm"",""70.555mm"",""122mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J696,""PAD_6"",""122mm"",""63.627mm"",""122mm"",""63.627mm"",""122mm"",""63.627mm"",""T"",""90.00"",""PIN"""
"J695,""PAD_6"",""121mm"",""134.641mm"",""121mm"",""134.641mm"",""121mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J694,""PAD_6"",""120mm"",""132.909mm"",""120mm"",""132.909mm"",""120mm"",""132.909mm"",""T"",""90.00"",""PIN"""
"J693,""PAD_6"",""121mm"",""131.177mm"",""121mm"",""131.177mm"",""121mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J692,""PAD_6"",""120mm"",""129.445mm"",""120mm"",""129.445mm"",""120mm"",""129.445mm"",""T"",""90.00"",""PIN"""
"J691,""PAD_6"",""120mm"",""115.588mm"",""120mm"",""115.588mm"",""120mm"",""115.588mm"",""T"",""90.00"",""PIN"""
"J690,""PAD_6"",""120mm"",""112.124mm"",""120mm"",""112.124mm"",""120mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J689,""PAD_6"",""120mm"",""108.66mm"",""120mm"",""108.66mm"",""120mm"",""108.66mm"",""T"",""90.00"",""PIN"""
"J688,""PAD_6"",""121mm"",""106.928mm"",""121mm"",""106.928mm"",""121mm"",""106.928mm"",""T"",""90.00"",""PIN"""
"J687,""PAD_6"",""121mm"",""103.464mm"",""121mm"",""103.464mm"",""121mm"",""103.464mm"",""T"",""90.00"",""PIN"""
"J686,""PAD_6"",""120mm"",""98.268mm"",""120mm"",""98.268mm"",""120mm"",""98.268mm"",""T"",""90.00"",""PIN"""
"J685,""PAD_6"",""121mm"",""96.536mm"",""121mm"",""96.536mm"",""121mm"",""96.536mm"",""T"",""90.00"",""PIN"""
"J684,""PAD_6"",""121mm"",""93.072mm"",""121mm"",""93.072mm"",""121mm"",""93.072mm"",""T"",""90.00"",""PIN"""
"J683,""PAD_6"",""121mm"",""89.608mm"",""121mm"",""89.608mm"",""121mm"",""89.608mm"",""T"",""90.00"",""PIN"""
"J682,""PAD_6"",""120mm"",""84.412mm"",""120mm"",""84.412mm"",""120mm"",""84.412mm"",""T"",""90.00"",""PIN"""
"J681,""PAD_6"",""120mm"",""80.947mm"",""120mm"",""80.947mm"",""120mm"",""80.947mm"",""T"",""90.00"",""PIN"""
"J680,""PAD_6"",""121mm"",""79.215mm"",""121mm"",""79.215mm"",""121mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J679,""PAD_6"",""120mm"",""77.483mm"",""120mm"",""77.483mm"",""120mm"",""77.483mm"",""T"",""90.00"",""PIN"""
"J678,""PAD_6"",""121mm"",""75.751mm"",""121mm"",""75.751mm"",""121mm"",""75.751mm"",""T"",""90.00"",""PIN"""
"J677,""PAD_6"",""120mm"",""74.019mm"",""120mm"",""74.019mm"",""120mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J676,""PAD_6"",""120mm"",""67.091mm"",""120mm"",""67.091mm"",""120mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J674,""PAD_6"",""119mm"",""138.105mm"",""119mm"",""138.105mm"",""119mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J673,""PAD_6"",""119mm"",""127.713mm"",""119mm"",""127.713mm"",""119mm"",""127.713mm"",""T"",""90.00"",""PIN"""
"J672,""PAD_6"",""118mm"",""122.517mm"",""118mm"",""122.517mm"",""118mm"",""122.517mm"",""T"",""90.00"",""PIN"""
"J671,""PAD_6"",""118mm"",""119.053mm"",""118mm"",""119.053mm"",""118mm"",""119.053mm"",""T"",""90.00"",""PIN"""
"J670,""PAD_6"",""119mm"",""117.321mm"",""119mm"",""117.321mm"",""119mm"",""117.321mm"",""T"",""90.00"",""PIN"""
"J669,""PAD_6"",""118mm"",""112.124mm"",""118mm"",""112.124mm"",""118mm"",""112.124mm"",""T"",""90.00"",""PIN"""
"J668,""PAD_6"",""118mm"",""105.196mm"",""118mm"",""105.196mm"",""118mm"",""105.196mm"",""T"",""90.00"",""PIN"""
"J667,""PAD_6"",""119mm"",""100mm"",""119mm"",""100mm"",""119mm"",""100mm"",""T"",""90.00"",""PIN"""
"J666,""PAD_6"",""119mm"",""93.072mm"",""119mm"",""93.072mm"",""119mm"",""93.072mm"",""T"",""90.00"",""PIN"""
"J665,""PAD_6"",""119mm"",""79.215mm"",""119mm"",""79.215mm"",""119mm"",""79.215mm"",""T"",""90.00"",""PIN"""
"J664,""PAD_6"",""118mm"",""74.019mm"",""118mm"",""74.019mm"",""118mm"",""74.019mm"",""T"",""90.00"",""PIN"""
"J663,""PAD_6"",""119mm"",""72.287mm"",""119mm"",""72.287mm"",""119mm"",""72.287mm"",""T"",""90.00"",""PIN"""
"J662,""PAD_6"",""118mm"",""70.555mm"",""118mm"",""70.555mm"",""118mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J661,""PAD_6"",""119mm"",""68.823mm"",""119mm"",""68.823mm"",""119mm"",""68.823mm"",""T"",""90.00"",""PIN"""
"J660,""PAD_6"",""119mm"",""65.359mm"",""119mm"",""65.359mm"",""119mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J659,""PAD_6"",""116mm"",""136.373mm"",""116mm"",""136.373mm"",""116mm"",""136.373mm"",""T"",""90.00"",""PIN"""
