       x [mm]         y [mm]         z [mm]     KxRe [A/m]     KyRe [A/m]     KzRe [A/m]     KxIm [A/m]     KyIm [A/m]     KzIm [A/m]    Area [mm^2]  
           10        4.84848        -3.0303              0              0              0              0              0              0       0.413223
           10        5.15152       -3.33333              0              0              0              0              0              0       0.413223
           10        3.93939       -3.93939              0              0              0              0              0              0       0.413223
           10        4.24242       -4.24242              0              0              0              0              0              0       0.413223
           10         3.0303       -4.84848              0              0              0              0              0              0       0.413223
           10        3.33333       -5.15152              0              0              0              0              0              0       0.413223
           10        2.12121       -5.75758              0              0              0              0              0              0       0.413223
           10        2.42424       -6.06061              0              0              0              0              0              0       0.413223
           10        1.21212       -6.66667              0              0              0              0              0              0       0.413223
           10        1.51515        -6.9697              0              0              0              0              0              0       0.413223
           10        0.30303       -7.57576              0              0              0              0              0              0       0.413223
           10       0.606061       -7.87879              0              0              0              0              0              0       0.413223
           10      -0.606061       -8.48485              0              0              0              0              0              0       0.413223
           10       -0.30303       -8.78788              0              0              0              0              0              0       0.413223
           10       -1.51515       -9.39394              0              0              0              0              0              0       0.413223
           10       -1.21212       -9.69697              0              0              0              0              0              0       0.413223
      9.69697       -2.42424            -10              0              0              0              0              0              0       0.413223
      9.39394       -2.12121            -10              0              0              0              0              0              0       0.413223
      8.78788       -3.33333            -10              0              0              0              0              0              0       0.413223
      8.48485        -3.0303            -10              0              0              0              0              0              0       0.413223
      7.57576       -3.93939            -10              0              0              0              0              0              0       0.413223
      7.87879       -3.33333            -10              0              0              0              0              0              0       0.413223
      6.66667       -3.93939            -10              0              0              0              0              0              0       0.413223
       6.9697       -3.33333            -10              0              0              0              0              0              0       0.413223
      5.75758       -3.93939            -10              0              0              0              0              0              0       0.413223
      6.06061       -3.33333            -10              0              0              0              0              0              0       0.413223
      4.84848       -3.93939            -10              0              0              0              0              0              0       0.413223
      5.15152       -3.33333            -10              0              0              0              0              0              0       0.413223
      3.93939       -3.93939            -10              0              0              0              0              0              0       0.413223
      4.24242       -3.33333            -10              0              0              0              0              0              0       0.413223
       3.0303       -3.93939            -10              0              0              0              0              0              0       0.413223
      3.33333       -3.33333            -10              0              0              0              0              0              0       0.413223
      2.12121       -3.93939            -10              0              0              0              0              0              0       0.413223
      2.42424       -3.33333            -10              0              0              0              0              0              0       0.413223
      1.21212       -3.93939            -10              0              0              0              0              0              0       0.413223
      1.51515       -3.33333            -10              0              0              0              0              0              0       0.413223
      0.30303       -3.93939            -10              0              0              0              0              0              0       0.413223
     0.606061       -3.33333            -10              0              0              0              0              0              0       0.413223
    -0.606061       -3.93939            -10              0              0              0              0              0              0       0.413223
     -0.30303       -3.33333            -10              0              0              0              0              0              0       0.413223
     -1.21212       -4.24242            -10              0              0              0              0              0              0       0.413223
     -1.51515       -3.93939            -10              0              0              0              0              0              0       0.413223
     -2.12121       -5.15152            -10              0              0              0              0              0              0       0.413223
     -2.42424       -4.84848            -10              0              0              0              0              0              0       0.413223
      -3.0303       -6.06061            -10              0              0              0              0              0              0       0.413223
     -3.33333       -5.75758            -10              0              0              0              0              0              0       0.413223
     -3.93939        -6.9697            -10              0              0              0              0              0              0       0.413223
     -4.24242       -6.66667            -10              0              0              0              0              0              0       0.413223
     -4.84848       -7.87879            -10              0              0              0              0              0              0       0.413223
     -5.15152       -7.57576            -10              0              0              0              0              0              0       0.413223
     -5.75758       -8.78788            -10              0              0              0              0              0              0       0.413223
     -6.06061       -8.48485            -10              0              0              0              0              0              0       0.413223
     -6.66667       -9.69697            -10              0              0              0              0              0              0       0.413223
      -6.9697       -9.39394            -10              0              0              0              0              0              0       0.413223
      -6.9697            -10       -9.39394              0              0              0              0              0              0       0.413223
     -7.57576            -10       -9.69697              0              0              0              0              0              0       0.413223
      -6.9697            -10       -8.48485              0              0              0              0              0              0       0.413223
     -7.57576            -10       -8.78788              0              0              0              0              0              0       0.413223
      -6.9697            -10       -7.57576              0              0              0              0              0              0       0.413223
     -7.57576            -10       -7.87879              0              0              0              0              0              0       0.413223
      -6.9697            -10       -6.66667              0              0              0              0              0              0       0.413223
     -7.57576            -10        -6.9697              0              0              0              0              0              0       0.413223
      -6.9697            -10       -5.75758              0              0              0              0              0              0       0.413223
     -7.57576            -10       -6.06061              0              0              0              0              0              0       0.413223
      -6.9697            -10       -4.84848              0              0              0              0              0              0       0.413223
     -7.57576            -10       -5.15152              0              0              0              0              0              0       0.413223
      -6.9697            -10       -3.93939              0              0              0              0              0              0       0.413223
     -7.57576            -10       -4.24242              0              0              0              0              0              0       0.413223
      -6.9697            -10        -3.0303              0              0              0              0              0              0       0.413223
     -7.57576            -10       -3.33333              0              0              0              0              0              0       0.413223
      -6.9697            -10       -2.12121              0              0              0              0              0              0       0.413223
     -7.57576            -10       -2.42424              0              0              0              0              0              0       0.413223
      -6.9697            -10       -1.21212              0              0              0              0              0              0       0.413223
     -7.57576            -10       -1.51515              0              0              0              0              0              0       0.413223
      -6.9697            -10       -0.30303              0              0              0              0              0              0       0.413223
     -7.57576            -10      -0.606061              0              0              0              0              0              0       0.413223
      -6.9697       -9.69697              0              0              0              0              0              0              0       0.413223
     -7.57576       -9.39394              0              0              0              0              0              0              0       0.413223
      -6.9697       -8.78788              0              0              0              0              0              0              0       0.413223
     -7.57576       -8.48485              0              0              0              0              0              0              0       0.413223
      -6.9697       -7.87879              0              0              0              0              0              0              0       0.413223
     -7.57576       -7.57576              0              0              0              0              0              0              0       0.413223
      -6.9697        -6.9697              0              0              0              0              0              0              0       0.413223
     -7.57576       -6.66667              0              0              0              0              0              0              0       0.413223
      -6.9697       -6.06061              0              0              0              0              0              0              0       0.413223
     -7.57576       -5.75758              0              0              0              0              0              0              0       0.413223
      -6.9697       -5.15152              0              0              0              0              0              0              0       0.413223
     -7.57576       -4.84848              0              0              0              0              0              0              0       0.413223
      -6.9697       -4.24242              0              0              0              0              0              0              0       0.413223
     -7.57576       -3.93939              0              0              0              0              0              0              0       0.413223
      -6.9697       -3.33333              0              0              0              0              0              0              0       0.413223
     -7.57576        -3.0303              0              0              0              0              0              0              0       0.413223
      -6.9697       -2.42424              0              0              0              0              0              0              0       0.413223
     -7.57576       -2.12121              0              0              0              0              0              0              0       0.413223
      -6.9697       -1.51515              0              0              0              0              0              0              0       0.413223
     -7.57576       -1.21212              0              0              0              0              0              0              0       0.413223
      -6.9697      -0.606061              0              0              0              0              0              0              0       0.413223
     -7.57576       -0.30303              0              0              0              0              0              0              0       0.413223
      -6.9697        0.30303              0              0              0              0              0              0              0       0.413223
     -7.57576       0.606061              0              0              0              0              0              0              0       0.413223
      -6.9697        1.21212              0              0              0              0              0              0              0       0.413223
     -7.57576        1.51515              0              0              0              0              0              0              0       0.413223
      -6.9697        2.12121              0              0              0              0              0              0              0       0.413223
     -7.57576        2.42424              0              0              0              0              0              0              0       0.413223
      -6.9697         3.0303              0              0              0              0              0              0              0       0.413223
     -7.57576        3.33333              0              0              0              0              0              0              0       0.413223
      -6.9697        3.93939              0              0              0              0              0              0              0       0.413223
     -7.57576        4.24242              0              0              0              0              0              0              0       0.413223
      -6.9697        4.84848              0              0              0              0              0              0              0       0.413223
     -7.57576        5.15152              0              0              0              0              0              0              0       0.413223
      -6.9697        5.75758              0              0              0              0              0              0              0       0.413223
     -7.57576        6.06061              0              0              0              0              0              0              0       0.413223
      -6.9697        6.66667              0              0              0              0              0              0              0       0.413223
     -7.57576         6.9697              0              0              0              0              0              0              0       0.413223
     -6.66667         6.9697              0              0              0              0              0              0              0       0.413223
      -6.9697        7.57576              0              0              0              0              0              0              0       0.413223
     -5.75758         6.9697              0              0              0              0              0              0              0       0.413223
     -6.06061        7.57576              0              0              0              0              0              0              0       0.413223
     -4.84848         6.9697              0              0              0              0              0              0              0       0.413223
     -5.15152        7.57576              0              0              0              0              0              0              0       0.413223
     -3.93939         6.9697              0              0              0              0              0              0              0       0.413223
     -4.24242        7.57576              0              0              0              0              0              0              0       0.413223
      -3.0303         6.9697              0              0              0              0              0              0              0       0.413223
     -3.33333        7.57576              0              0              0              0              0              0              0       0.413223
     -2.12121         6.9697              0              0              0              0              0              0              0       0.413223
     -2.42424        7.57576              0              0              0              0              0              0              0       0.413223
     -1.21212         6.9697              0              0              0              0              0              0              0       0.413223
     -1.51515        7.57576              0              0              0              0              0              0              0       0.413223
     -0.30303         6.9697              0              0              0              0              0              0              0       0.413223
    -0.606061        7.57576              0              0              0              0              0              0              0       0.413223
     0.606061         6.9697              0              0              0              0              0              0              0       0.413223
      0.30303        7.57576              0              0              0              0              0              0              0       0.413223
      1.51515         6.9697              0              0              0              0              0              0              0       0.413223
      1.21212        7.57576              0              0              0              0              0              0              0       0.413223
      2.42424         6.9697              0              0              0              0              0              0              0       0.413223
      2.12121        7.57576              0              0              0              0              0              0              0       0.413223
      3.33333         6.9697              0              0              0              0              0              0              0       0.413223
       3.0303        7.57576              0              0              0              0              0              0              0       0.413223
      4.24242         6.9697              0              0              0              0              0              0              0       0.413223
      3.93939        7.57576              0              0              0              0              0              0              0       0.413223
      5.15152         6.9697              0              0              0              0              0              0              0       0.413223
      4.84848        7.57576              0              0              0              0              0              0              0       0.413223
      6.06061         6.9697              0              0              0              0              0              0              0       0.413223
      5.75758        7.57576              0              0              0              0              0              0              0       0.413223
       6.9697         6.9697              0              0              0              0              0              0              0       0.413223
      6.66667        7.57576              0              0              0              0              0              0              0       0.413223
      7.87879         6.9697              0              0              0              0              0              0              0       0.413223
      7.57576        7.57576              0              0              0              0              0              0              0       0.413223
      8.78788         6.9697              0              0              0              0              0              0              0       0.413223
      8.48485        7.57576              0              0              0              0              0              0              0       0.413223
      9.39394        6.66667              0              0              0              0              0              0              0       0.413223
      9.69697         6.9697              0              0              0              0              0              0              0       0.413223
           10        5.75758       -0.30303              0              0              0              0              0              0       0.413223
           10        6.06061      -0.606061              0              0              0              0              0              0       0.413223
           10        4.84848       -1.21212              0              0              0              0              0              0       0.413223
           10        5.15152       -1.51515              0              0              0              0              0              0       0.413223
           10        3.93939       -2.12121              0              0              0              0              0              0       0.413223
           10        4.24242       -2.42424              0              0              0              0              0              0       0.413223
           10         3.0303        -3.0303              0              0              0              0              0              0       0.413223
           10        3.33333       -3.33333              0              0              0              0              0              0       0.413223
           10        2.12121       -3.93939              0              0              0              0              0              0       0.413223
           10        2.42424       -4.24242              0              0              0              0              0              0       0.413223
           10        1.21212       -4.84848              0              0              0              0              0              0       0.413223
           10        1.51515       -5.15152              0              0              0              0              0              0       0.413223
           10        0.30303       -5.75758              0              0              0              0              0              0       0.413223
           10       0.606061       -6.06061              0              0              0              0              0              0       0.413223
           10      -0.606061       -6.66667              0              0              0              0              0              0       0.413223
           10       -0.30303        -6.9697              0              0              0              0              0              0       0.413223
           10       -1.51515       -7.57576              0              0              0              0              0              0       0.413223
           10       -1.21212       -7.87879              0              0              0              0              0              0       0.413223
           10       -2.42424       -8.48485              0              0              0              0              0              0       0.413223
           10       -2.12121       -8.78788              0              0              0              0              0              0       0.413223
           10       -3.33333       -9.39394              0              0              0              0              0              0       0.413223
           10        -3.0303       -9.69697              0              0              0              0              0              0       0.413223
      9.69697       -4.24242            -10              0              0              0              0              0              0       0.413223
      9.39394       -3.93939            -10              0              0              0              0              0              0       0.413223
      8.78788       -5.15152            -10              0              0              0              0              0              0       0.413223
      8.48485       -4.84848            -10              0              0              0              0              0              0       0.413223
      7.57576       -5.75758            -10              0              0              0              0              0              0       0.413223
      7.87879       -5.15152            -10              0              0              0              0              0              0       0.413223
      6.66667       -5.75758            -10              0              0              0              0              0              0       0.413223
       6.9697       -5.15152            -10              0              0              0              0              0              0       0.413223
      5.75758       -5.75758            -10              0              0              0              0              0              0       0.413223
      6.06061       -5.15152            -10              0              0              0              0              0              0       0.413223
      4.84848       -5.75758            -10              0              0              0              0              0              0       0.413223
      5.15152       -5.15152            -10              0              0              0              0              0              0       0.413223
      3.93939       -5.75758            -10              0              0              0              0              0              0       0.413223
      4.24242       -5.15152            -10              0              0              0              0              0              0       0.413223
       3.0303       -5.75758            -10              0              0              0              0              0              0       0.413223
      3.33333       -5.15152            -10              0              0              0              0              0              0       0.413223
      2.12121       -5.75758            -10              0              0              0              0              0              0       0.413223
      2.42424       -5.15152            -10              0              0              0              0              0              0       0.413223
      1.21212       -5.75758            -10              0              0              0              0              0              0       0.413223
      1.51515       -5.15152            -10              0              0              0              0              0              0       0.413223
      0.30303       -5.75758            -10              0              0              0              0              0              0       0.413223
     0.606061       -5.15152            -10              0              0              0              0              0              0       0.413223
    -0.606061       -5.75758            -10              0              0              0              0              0              0       0.413223
     -0.30303       -5.15152            -10              0              0              0              0              0              0       0.413223
     -1.21212       -6.06061            -10              0              0              0              0              0              0       0.413223
     -1.51515       -5.75758            -10              0              0              0              0              0              0       0.413223
     -2.12121        -6.9697            -10              0              0              0              0              0              0       0.413223
     -2.42424       -6.66667            -10              0              0              0              0              0              0       0.413223
      -3.0303       -7.87879            -10              0              0              0              0              0              0       0.413223
     -3.33333       -7.57576            -10              0              0              0              0              0              0       0.413223
     -3.93939       -8.78788            -10              0              0              0              0              0              0       0.413223
     -4.24242       -8.48485            -10              0              0              0              0              0              0       0.413223
     -4.84848       -9.69697            -10              0              0              0              0              0              0       0.413223
     -5.15152       -9.39394            -10              0              0              0              0              0              0       0.413223
     -5.15152            -10       -9.39394              0              0              0              0              0              0       0.413223
     -5.75758            -10       -9.69697              0              0              0              0              0              0       0.413223
     -5.15152            -10       -8.48485              0              0              0              0              0              0       0.413223
     -5.75758            -10       -8.78788              0              0              0              0              0              0       0.413223
     -5.15152            -10       -7.57576              0              0              0              0              0              0       0.413223
     -5.75758            -10       -7.87879              0              0              0              0              0              0       0.413223
     -5.15152            -10       -6.66667              0              0              0              0              0              0       0.413223
     -5.75758            -10        -6.9697              0              0              0              0              0              0       0.413223
     -5.15152            -10       -5.75758              0              0              0              0              0              0       0.413223
     -5.75758            -10       -6.06061              0              0              0              0              0              0       0.413223
     -5.15152            -10       -4.84848              0              0              0              0              0              0       0.413223
     -5.75758            -10       -5.15152              0              0              0              0              0              0       0.413223
     -5.15152            -10       -3.93939              0              0              0              0              0              0       0.413223
     -5.75758            -10       -4.24242              0              0              0              0              0              0       0.413223
     -5.15152            -10        -3.0303              0              0              0              0              0              0       0.413223
     -5.75758            -10       -3.33333              0              0              0              0              0              0       0.413223
     -5.15152            -10       -2.12121              0              0              0              0              0              0       0.413223
     -5.75758            -10       -2.42424              0              0              0              0              0              0       0.413223
     -5.15152            -10       -1.21212              0              0              0              0              0              0       0.413223
     -5.75758            -10       -1.51515              0              0              0              0              0              0       0.413223
     -5.15152            -10       -0.30303              0              0              0              0              0              0       0.413223
     -5.75758            -10      -0.606061              0              0              0              0              0              0       0.413223
     -5.15152       -9.69697              0              0              0              0              0              0              0       0.413223
     -5.75758       -9.39394              0              0              0              0              0              0              0       0.413223
     -5.15152       -8.78788              0              0              0              0              0              0              0       0.413223
     -5.75758       -8.48485              0              0              0              0              0              0              0       0.413223
     -5.15152       -7.87879              0              0              0              0              0              0              0       0.413223
     -5.75758       -7.57576              0              0              0              0              0              0              0       0.413223
     -5.15152        -6.9697              0              0              0              0              0              0              0       0.413223
     -5.75758       -6.66667              0              0              0              0              0              0              0       0.413223
     -5.15152       -6.06061              0              0              0              0              0              0              0       0.413223
     -5.75758       -5.75758              0              0              0              0              0              0              0       0.413223
     -5.15152       -5.15152              0              0              0              0              0              0              0       0.413223
     -5.75758       -4.84848              0              0              0              0              0              0              0       0.413223
     -5.15152       -4.24242              0              0              0              0              0              0              0       0.413223
     -5.75758       -3.93939              0              0              0              0              0              0              0       0.413223
     -5.15152       -3.33333              0              0              0              0              0              0              0       0.413223
     -5.75758        -3.0303              0              0              0              0              0              0              0       0.413223
     -5.15152       -2.42424              0              0              0              0              0              0              0       0.413223
     -5.75758       -2.12121              0              0              0              0              0              0              0       0.413223
     -5.15152       -1.51515              0              0              0              0              0              0              0       0.413223
     -5.75758       -1.21212              0              0              0              0              0              0              0       0.413223
     -5.15152      -0.606061              0              0              0              0              0              0              0       0.413223
     -5.75758       -0.30303              0              0              0              0              0              0              0       0.413223
     -5.15152        0.30303              0              0              0              0              0              0              0       0.413223
     -5.75758       0.606061              0              0              0              0              0              0              0       0.413223
     -5.15152        1.21212              0              0              0              0              0              0              0       0.413223
     -5.75758        1.51515              0              0              0              0              0              0              0       0.413223
     -5.15152        2.12121              0              0              0              0              0              0              0       0.413223
     -5.75758        2.42424              0              0              0              0              0              0              0       0.413223
     -5.15152         3.0303              0              0              0              0              0              0              0       0.413223
     -5.75758        3.33333              0              0              0              0              0              0              0       0.413223
     -5.15152        3.93939              0              0              0              0              0              0              0       0.413223
     -5.75758        4.24242              0              0              0              0              0              0              0       0.413223
     -5.15152        4.84848              0              0              0              0              0              0              0       0.413223
     -5.75758        5.15152              0              0              0              0              0              0              0       0.413223
     -4.84848        5.15152              0              0              0              0              0              0              0       0.413223
     -5.15152        5.75758              0              0              0              0              0              0              0       0.413223
     -3.93939        5.15152              0              0              0              0              0              0              0       0.413223
     -4.24242        5.75758              0              0              0              0              0              0              0       0.413223
      -3.0303        5.15152              0              0              0              0              0              0              0       0.413223
     -3.33333        5.75758              0              0              0              0              0              0              0       0.413223
     -2.12121        5.15152              0              0              0              0              0              0              0       0.413223
     -2.42424        5.75758              0              0              0              0              0              0              0       0.413223
     -1.21212        5.15152              0              0              0              0              0              0              0       0.413223
     -1.51515        5.75758              0              0              0              0              0              0              0       0.413223
     -0.30303        5.15152              0              0              0              0              0              0              0       0.413223
    -0.606061        5.75758              0              0              0              0              0              0              0       0.413223
     0.606061        5.15152              0              0              0              0              0              0              0       0.413223
      0.30303        5.75758              0              0              0              0              0              0              0       0.413223
      1.51515        5.15152              0              0              0              0              0              0              0       0.413223
      1.21212        5.75758              0              0              0              0              0              0              0       0.413223
      2.42424        5.15152              0              0              0              0              0              0              0       0.413223
      2.12121        5.75758              0              0              0              0              0              0              0       0.413223
      3.33333        5.15152              0              0              0              0              0              0              0       0.413223
       3.0303        5.75758              0              0              0              0              0              0              0       0.413223
      4.24242        5.15152              0              0              0              0              0              0              0       0.413223
      3.93939        5.75758              0              0              0              0              0              0              0       0.413223
      5.15152        5.15152              0              0              0              0              0              0              0       0.413223
      4.84848        5.75758              0              0              0              0              0              0              0       0.413223
      6.06061        5.15152              0              0              0              0              0              0              0       0.413223
      5.75758        5.75758              0              0              0              0              0              0              0       0.413223
       6.9697        5.15152              0              0              0              0              0              0              0       0.413223
      6.66667        5.75758              0              0              0              0              0              0              0       0.413223
      7.87879        5.15152              0              0              0              0              0              0              0       0.413223
      7.57576        5.75758              0              0              0              0              0              0              0       0.413223
      8.78788        5.15152              0              0              0              0              0              0              0       0.413223
      8.48485        5.75758              0              0              0              0              0              0              0       0.413223
      9.39394        4.84848              0              0              0              0              0              0              0       0.413223
      9.69697        5.15152              0              0              0              0              0              0              0       0.413223
           10        3.93939       -0.30303              0              0              0              0              0              0       0.413223
           10        4.24242      -0.606061              0              0              0              0              0              0       0.413223
           10         3.0303       -1.21212              0              0              0              0              0              0       0.413223
           10        3.33333       -1.51515              0              0              0              0              0              0       0.413223
           10        2.12121       -2.12121              0              0              0              0              0              0       0.413223
